Image Resolution 320X240
55580
180
179
173
172
168
157
184
172
171
254
183
171
175
179
179
167
167
173
176
258
205
176
199
174
190
229
188
185
179
179
196
301
187
191
173
165
183
171
175
167
175
171
168
170
574
346
176
519
518
Image Resolution 1024X768
10197
10196
4940
3378
2589
2478
2620
1897
2592
2410
2163
2560
1422
1493
1441
1404
1423
2041
1412
2065
1364
1364
2101
2879
3474
2677
1592
2979
2603
2410
1392
1369
1731
2989
2651
2568
2042
1465
12284
1559
1356
2066
3548
3339
1867
11164
2974
7856
1840
2994
Image Resolution 1280X1024
2511
3600
5911
3622
3628
4164
3948
4630
5471
6312
5166
6310
5965
4096
3164
4384
3058
4265
3123
2779
2406
2100
2187
2399
2585
2329
2262
2246
2243
4230
2838
3669
3224
2504
2608
2487
2211
2255
2308
2255
2020
2684
5151
3017
2303
3577
3917
3775
3993
2667
Image Resolution 1280X720
7087
12133
8426
3412
2877
8514
3773
4603
3137
1282
1914
1901
1590
1686
1868
1700
1830
1806
1512
1693
2437
2616
2338
2617
1991
1996
1938
2312
2492
2109
6016
3124
2056
1934
1908
1856
1946
1876
2347
1863
1906
1849
1831
1856
2830
2417
3329
1901
1606
2342
Image Resolution 1920X1080
21937
8714
6112
4862
6229
5820
5031
4709
3888
4786
4605
4620
5342
3512
4488
8074
4578
4108
5270
5359
4415
3997
4145
4190
6092
4175
3790
3506
5183
4411
4092
6916
4105
4070
6205
4852
3688
4030
3709
4139
4147
3579
4510
5537
4362
3558
3791
4084
4231
3716
