Image Resolution 320X240
4941
2564
2242
2051
1990
3992
1830
4340
3503
3134
1789
2966
2050
1666
1777
1987
6119
1676
1890
1814
1962
1903
2176
2049
2079
2007
1926
1840
1708
1835
2404
1868
1871
1870
1535
1433
1395
1430
1836
1966
2245
1723
1634
1786
1601
1647
1731
1829
2055
1969
Image Resolution 1024X768
46187
45258
44987
44880
45641
46075
45994
45489
45076
46065
47799
45761
55155
50423
51512
52197
46882
46023
46073
44389
44384
47397
44279
49184
46847
45790
45922
46122
46879
46715
48086
47891
47227
47305
46984
46119
46690
48581
53880
59783
57398
50316
44443
48843
47338
51412
55996
48228
50275
46718
Image Resolution 1280X1024
21445
22697
22161
23001
22941
23887
23062
24475
22220
23010
22953
23003
23259
23356
24312
22608
22993
22437
23376
22801
22247
24075
33187
39538
32542
32871
24083
23683
23321
23622
23086
24575
24277
25912
24006
22197
21929
21855
21536
22326
21826
21703
25113
24331
23899
26949
23588
24058
23520
23930
Image Resolution 1280X720
13177
13028
11840
11022
12709
15934
17019
16518
20342
16093
14786
14986
15236
13821
14526
14517
13572
14716
14077
14110
11178
10486
10662
10991
10256
10630
10849
10434
10718
10460
10959
9980
10625
11202
10902
11233
10636
10273
10924
10696
10342
10504
10767
10334
10748
10533
10208
10916
10269
11259
Image Resolution 1920X1080
30143
30112
30275
31013
31722
30827
30475
29715
29050
28574
28721
30268
28484
28937
28747
28727
28559
29766
28871
28645
29413
28414
28556
30566
32397
28774
28855
28743
28675
29458
28731
28753
28508
28913
28815
28631
28731
28675
28516
28954
29447
29564
29759
31321
31169
30322
29757
29885
28965
28552
