Image Resolution 320X240
4324
3843
3569
3300
2426
2165
1794
1765
1512
1429
1410
1336
1178
1167
1203
1152
1032
1031
932
1044
1045
1105
1023
1021
1044
1065
1030
1032
1025
1028
1027
1063
1169
1144
1179
1305
1137
1051
1138
1021
1129
1037
1211
1208
1192
1143
1149
1932
1111
1189
Image Resolution 1024X768
27832
38141
6737
20268
15111
6242
11469
10415
6497
8420
8584
4920
6220
4944
6356
5002
6446
6967
7344
4032
6029
4931
5211
5076
7360
4229
6435
9006
6956
6490
6835
6791
6699
6506
6411
6397
6385
6361
6546
4795
4250
10774
12575
5938
5372
5339
5674
6206
7101
6515
Image Resolution 1280X1024
30514
14326
15594
22859
18912
14476
11079
11026
11812
12555
13785
14129
14839
14043
16352
14744
12322
9908
12178
7416
16390
15354
9503
11491
9635
14588
10288
7566
10854
8301
13263
11360
10741
9652
7887
7574
7352
7339
8055
8711
8010
11654
7237
9614
8802
13624
10223
9666
8858
8346
Image Resolution 1280X720
26927
9032
9563
6671
7430
5344
15961
12049
8026
9940
14803
10094
7209
6999
8093
8346
7387
7933
6166
5921
5841
6383
7482
5608
7010
7226
4972
7249
6036
8085
5144
13608
7358
6777
5566
11276
10161
7756
5381
5963
6816
6742
6574
6413
6969
6178
7194
6190
7041
6114
Image Resolution 1920X1080
14802
12107
15126
17853
19085
16640
11947
11430
13562
13025
11537
12129
10362
13424
12119
11137
11910
12424
11658
11260
10828
11041
10979
9596
12220
11848
15693
10913
11012
10999
15139
11418
12136
11440
11299
11188
10868
10902
11191
11267
10793
11195
10824
11708
14708
12205
13660
13646
15696
15816
Image Resolution 320X240
18570
1595
5481
1902
27352
2093
1175
6748
1184
3165
1230
1139
1154
1191
1160
1122
1152
1149
1148
1270
1128
1771
1159
1135
1433
1357
1155
1221
1200
1139
1229
1186
1170
1842
1191
1103
1879
1227
945
1126
3051
4506
2754
2778
2363
1153
5414
1882
5693
1190
Image Resolution 1024X768
24793
11931
10443
8355
10653
10213
8625
14750
6430
11120
11467
10458
11235
5161
15782
9954
6794
11190
9358
8242
7365
8059
7330
7583
6606
8121
8723
19235
6856
7159
10876
19947
9549
8246
6492
19844
12076
6657
14788
7522
6784
7570
4902
9063
7254
7784
6686
5403
5538
6937
Image Resolution 1280X1024
30720
14479
24057
17429
11967
12290
9313
11775
9373
10301
10477
8174
9285
13953
9973
9012
9134
9966
7819
13979
7832
9423
6462
11450
9010
7336
8723
9153
9111
10803
11146
10505
11580
7412
8598
9151
9418
8869
10118
8844
8645
10271
10639
11057
8958
8408
9226
11336
10724
10834
Image Resolution 1280X720
38836
15023
12895
8787
9395
13470
16341
7947
6579
4965
10583
5010
9338
6382
7675
5365
7452
9699
6325
11180
8113
8015
8497
7933
8281
7830
6069
5778
5228
6565
7083
6234
7312
8883
5263
7060
5150
7364
6152
7737
4221
6847
6465
6095
5065
5207
7015
9867
7451
7882
Image Resolution 1920X1080
31315
13599
14284
13420
17236
35955
21176
17014
17788
18571
23032
25254
24237
19448
16032
15626
20114
20553
17910
22277
13652
16202
15587
19072
18106
17255
15286
11498
12772
15951
14497
16890
14691
13975
13328
12885
12382
12461
16411
12970
12820
12295
16562
13257
11600
12245
12208
13770
17879
13908
