Image Resolution 320X240
3802
3071
2880
2806
2677
2585
2671
2620
2629
2764
2703
2664
2604
2655
2737
2577
2766
2612
2795
2592
2599
2612
2604
2724
2698
2655
2689
2635
2598
2761
2917
2543
3433
2767
2633
2697
2803
2572
2972
2765
2580
2738
2645
3066
2250
1969
2766
2528
2603
2517
Image Resolution 1024X768
49539
47264
47055
46752
47008
50066
47524
46777
46911
46879
57153
65173
59667
64394
65175
47609
46760
47363
47321
52041
58524
60234
49166
48603
48468
49090
50058
49577
51130
50285
48508
49100
48009
48984
50689
52170
59206
51242
49686
48376
47066
47153
47158
48364
50333
53184
51674
48326
46939
46921
Image Resolution 1280X1024
24896
26723
26256
26913
30150
26865
26570
26400
25681
25506
25682
25574
25882
26733
27213
26728
39044
38695
38748
36558
31736
28065
28287
27171
25589
25571
25281
25699
26285
27604
28780
27409
26984
28790
35617
33528
29684
29110
28512
28847
26878
27398
27251
26135
25633
26446
25980
25474
25499
25245
Image Resolution 1280X720
15070
13411
13903
13044
13470
13317
13095
13339
12997
13540
13606
13391
13217
12668
12929
13039
13030
13367
13420
13109
13109
13420
13381
13219
13385
13274
13373
13347
12964
13017
12848
12836
19831
21117
18285
15640
13237
13491
13358
13260
20648
17234
16773
17950
14027
13070
13073
13699
13028
13471
Image Resolution 1920X1080
34940
35303
35050
34804
35540
34848
34849
34830
34655
35248
35025
34922
35125
35555
38261
46195
38216
44216
38108
39618
38402
37960
37246
37418
37135
36549
39952
39051
36943
35962
35953
38868
37930
39240
39564
39700
38024
39489
38055
37993
37365
37836
36600
37356
38254
37527
38743
37051
34854
34359
