Image Resolution 320X240
2131
1744
1802
1431
1488
1751
1533
1439
1547
1487
1636
1809
1165
1323
1536
1569
1572
1604
1627
1610
1570
1553
1631
1652
1554
1574
1580
1504
1517
1489
1461
1519
1535
1514
1478
1478
1487
1553
1563
1549
1442
1417
1491
1490
1441
1458
1520
1459
1319
1468
Image Resolution 1024X768
51875
44765
44535
44060
43808
44050
44123
44069
44006
43854
45994
61300
46373
46686
45965
49036
43752
45039
45978
43871
43863
46553
43978
47019
46516
45482
45710
44835
45491
45787
44956
47027
58642
48885
45366
45551
46360
45274
46121
47111
48063
44340
43571
47893
46315
48380
46611
45697
44540
45767
Image Resolution 1280X1024
20452
20215
19629
18879
21105
19498
22299
22256
21547
20647
23476
23863
21687
18467
20591
18303
22071
19374
21845
19035
20708
18837
21039
18753
23129
19738
23570
19598
21979
19222
21317
18706
21396
19187
26333
19523
25506
26960
31551
27254
30961
22463
21554
19339
21647
19000
21558
18521
20806
18452
Image Resolution 1280X720
10000
10562
9548
9516
9646
10105
9807
9632
9950
10138
9754
10273
10099
11846
13003
12124
9856
9890
9881
9899
10001
9960
10381
10389
11578
10260
9571
9614
9630
9536
9739
9524
9544
9686
9824
9610
9693
9582
9494
9887
9564
9780
9597
10412
9690
9487
9459
9469
9550
10035
Image Resolution 1920X1080
26431
25893
25189
23321
27479
24370
27340
23565
27621
24567
27244
23746
27539
23682
28766
24533
28515
24974
33107
31970
30616
25094
30324
29664
27714
23497
28798
23779
27755
24160
28034
25589
29972
28726
28422
29471
32992
26902
33108
28359
28469
24003
28425
23539
28241
23994
28143
24713
29290
26048
