Image Resolution 320X240
7990
90
82
70
64
73
71
66
58
58
83
67
56
69
1061
63
1287
72
65
62
63
60
60
58
52
54
58
3773
81
77
89
88
88
86
72
72
67
60
58
62
73
68
62
60
61
67
70
75
75
70
Image Resolution 1024X768
1957
366
742
296
377
294
694
341
368
301
376
300
442
275
281
293
338
321
260
257
305
309
269
254
522
500
366
373
355
308
258
1772
272
839
376
376
373
365
359
552
396
364
369
371
367
321
296
247
252
243
Image Resolution 1280X1024
645
444
434
435
504
419
552
492
443
435
430
540
462
431
434
999
444
454
8442
463
448
547
431
546
469
481
544
430
536
429
598
444
429
536
427
537
431
561
786
448
545
439
454
587
447
622
441
484
599
448
Image Resolution 1280X720
556
314
303
302
308
306
308
323
309
309
309
299
300
346
316
300
299
649
312
298
376
308
300
369
327
547
1116
380
377
441
305
294
425
310
406
339
339
476
438
322
395
366
351
499
363
387
312
534
393
346
Image Resolution 1920X1080
689
643
646
663
648
691
793
656
823
640
681
826
662
808
658
815
641
656
872
639
868
644
658
819
685
862
817
912
851
1064
784
723
677
753
729
735
695
962
1064
975
1115
1013
1203
1071
1192
976
1157
778
654
765
